DS-ID	Tissue	Time	Patient	Peak-File	Cut-Count-File	Aggregation-ID
DS19382	fMuscle_leg	nan	nan	/net/seq/data/aggregations/LN10072/aggregation-8829/peaks/LN10072.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN10072/aggregation-8829/LN10072.GRCh38_no_alts.cutcounts.sorted.bed.starch	8829.0
DS19436	fMuscle_leg	nan	nan	/net/seq/data/aggregations/LN4531/aggregation-8903/peaks/LN4531.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4531/aggregation-8903/LN4531.GRCh38_no_alts.cutcounts.sorted.bed.starch	8903.0
DS19643	fMuscle_leg	nan	nan	/net/seq/data/aggregations/LN4607/aggregation-8897/peaks/LN4607.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4607/aggregation-8897/LN4607.GRCh38_no_alts.cutcounts.sorted.bed.starch	8897.0
DS20239	fMuscle_leg	nan	nan	/net/seq/data/aggregations/LN4772/aggregation-8875/peaks/LN4772.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4772/aggregation-8875/LN4772.GRCh38_no_alts.cutcounts.sorted.bed.starch	8875.0
DS20797	fMuscle_leg	nan	nan	/net/seq/data/aggregations/LN4906/aggregation-8855/peaks/LN4906.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4906/aggregation-8855/LN4906.GRCh38_no_alts.cutcounts.sorted.bed.starch	8855.0
DS18174	fMuscle_lower_limb	nan	nan	/net/seq/data/aggregations/LN4149/aggregation-8982/peaks/LN4149.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4149/aggregation-8982/LN4149.GRCh38_no_alts.cutcounts.sorted.bed.starch	8982.0
DS17827	fMuscle_trunk	nan	nan	/net/seq/data/aggregations/LN4084/aggregation-9002/peaks/LN4084.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4084/aggregation-9002/LN4084.GRCh38_no_alts.cutcounts.sorted.bed.starch	9002.0
DS20242	fMuscle_trunk	nan	nan	/net/seq/data/aggregations/LN4773/aggregation-8874/peaks/LN4773.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4773/aggregation-8874/LN4773.GRCh38_no_alts.cutcounts.sorted.bed.starch	8874.0
DS20544	fMuscle_trunk	nan	nan	/net/seq/data/aggregations/LN4868/aggregation-8864/peaks/LN4868.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4868/aggregation-8864/LN4868.GRCh38_no_alts.cutcounts.sorted.bed.starch	8864.0
DS19283	fMuscle_upper_back	nan	nan	/net/seq/data/aggregations/LN4506/aggregation-8915/peaks/LN4506.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4506/aggregation-8915/LN4506.GRCh38_no_alts.cutcounts.sorted.bed.starch	8915.0
DS17661	fMuscle_upper_limb_sk	nan	nan	/net/seq/data/aggregations/LN4054/aggregation-9023/peaks/LN4054.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4054/aggregation-9023/LN4054.GRCh38_no_alts.cutcounts.sorted.bed.starch	9023.0
DS17664	fMuscle_upper_trunk	nan	nan	/net/seq/data/aggregations/LN4055/aggregation-9022/peaks/LN4055.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4055/aggregation-9022/LN4055.GRCh38_no_alts.cutcounts.sorted.bed.starch	9022.0
DS17445	fOvary	nan	nan	/net/seq/data/aggregations/LN10069/aggregation-8831/peaks/LN10069.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN10069/aggregation-8831/LN10069.GRCh38_no_alts.cutcounts.sorted.bed.starch	8831.0
DS17639	fPlacenta	nan	nan	/net/seq/data/aggregations/LN4046/aggregation-9027/peaks/LN4046.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4046/aggregation-9027/LN4046.GRCh38_no_alts.cutcounts.sorted.bed.starch	9027.0
DS17744	fPlacenta	nan	nan	/net/seq/data/aggregations/LN4064/aggregation-9015/peaks/LN4064.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4064/aggregation-9015/LN4064.GRCh38_no_alts.cutcounts.sorted.bed.starch	9015.0
DS19391	fPlacenta	nan	nan	/net/seq/data/aggregations/LN4525/aggregation-8906/peaks/LN4525.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4525/aggregation-8906/LN4525.GRCh38_no_alts.cutcounts.sorted.bed.starch	8906.0
DS20346	fPlacenta	nan	nan	/net/seq/data/aggregations/LN10066/aggregation-8834/peaks/LN10066.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN10066/aggregation-8834/LN10066.GRCh38_no_alts.cutcounts.sorted.bed.starch	8834.0
DS20793	fPlacenta	nan	nan	/net/seq/data/aggregations/LN10068/aggregation-8832/peaks/LN10068.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN10068/aggregation-8832/LN10068.GRCh38_no_alts.cutcounts.sorted.bed.starch	8832.0
DS21111	fPlacenta	nan	nan	/net/seq/data/aggregations/LN10067/aggregation-8833/peaks/LN10067.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN10067/aggregation-8833/LN10067.GRCh38_no_alts.cutcounts.sorted.bed.starch	8833.0
DS10987	fSkin	nan	nan			
DS19558	fSkin_fibro_abdomen	nan	nan	/net/seq/data/aggregations/LN4586/aggregation-8899/peaks/LN4586.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4586/aggregation-8899/LN4586.GRCh38_no_alts.cutcounts.sorted.bed.starch	8899.0
DS19561	fSkin_fibro_abdomen	nan	nan			
DS19174	fSkin_fibro_back	nan	nan	/net/seq/data/aggregations/LN4486/aggregation-8923/peaks/LN4486.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4486/aggregation-8923/LN4486.GRCh38_no_alts.cutcounts.sorted.bed.starch	8923.0
DS19233	fSkin_fibro_back	nan	nan	/net/seq/data/aggregations/LN4490/aggregation-8922/peaks/LN4490.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4490/aggregation-8922/LN4490.GRCh38_no_alts.cutcounts.sorted.bed.starch	8922.0
DS19857	fSkin_fibro_bicep_L	nan	nan	/net/seq/data/aggregations/LN4663/aggregation-8890/peaks/LN4663.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4663/aggregation-8890/LN4663.GRCh38_no_alts.cutcounts.sorted.bed.starch	8890.0
DS19867	fSkin_fibro_bicep_L	nan	nan	/net/seq/data/aggregations/LN4665/aggregation-8889/peaks/LN4665.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4665/aggregation-8889/LN4665.GRCh38_no_alts.cutcounts.sorted.bed.starch	8889.0
DS19745	fSkin_fibro_bicep_R	nan	nan			
DS19761	fSkin_fibro_bicep_R	nan	nan	/net/seq/data/aggregations/LN4647/aggregation-8891/peaks/LN4647.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4647/aggregation-8891/LN4647.GRCh38_no_alts.cutcounts.sorted.bed.starch	8891.0
DS20046	fSkin_fibro_leg_L_quad	nan	nan	/net/seq/data/aggregations/LN4711/aggregation-8882/peaks/LN4711.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4711/aggregation-8882/LN4711.GRCh38_no_alts.cutcounts.sorted.bed.starch	8882.0
DS20056	fSkin_fibro_leg_L_quad	nan	nan	/net/seq/data/aggregations/LN4712/aggregation-8881/peaks/LN4712.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4712/aggregation-8881/LN4712.GRCh38_no_alts.cutcounts.sorted.bed.starch	8881.0
DS19943	fSkin_fibro_leg_R_quad	nan	nan	/net/seq/data/aggregations/LN4690/aggregation-8888/peaks/LN4690.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4690/aggregation-8888/LN4690.GRCh38_no_alts.cutcounts.sorted.bed.starch	8888.0
DS19948	fSkin_fibro_leg_R_quad	nan	nan	/net/seq/data/aggregations/LN4691/aggregation-8887/peaks/LN4691.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4691/aggregation-8887/LN4691.GRCh38_no_alts.cutcounts.sorted.bed.starch	8887.0
DS19444	fSkin_fibro_scalp	nan	nan	/net/seq/data/aggregations/LN4534/aggregation-8901/peaks/LN4534.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4534/aggregation-8901/LN4534.GRCh38_no_alts.cutcounts.sorted.bed.starch	8901.0
DS19449	fSkin_fibro_scalp	nan	nan			
DS19696	fSkin_fibro_upper_back	nan	nan	/net/seq/data/aggregations/LN4630/aggregation-8894/peaks/LN4630.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4630/aggregation-8894/LN4630.GRCh38_no_alts.cutcounts.sorted.bed.starch	8894.0
DS19706	fSkin_fibro_upper_back	nan	nan	/net/seq/data/aggregations/LN4632/aggregation-8893/peaks/LN4632.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4632/aggregation-8893/LN4632.GRCh38_no_alts.cutcounts.sorted.bed.starch	8893.0
DS17448	fSpleen	nan	nan	/net/seq/data/aggregations/LN3967/aggregation-9040/peaks/LN3967.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3967/aggregation-9040/LN3967.GRCh38_no_alts.cutcounts.sorted.bed.starch	9040.0
DS18942	fTestes	nan	nan	/net/seq/data/aggregations/LN4413/aggregation-8933/peaks/LN4413.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4413/aggregation-8933/LN4413.GRCh38_no_alts.cutcounts.sorted.bed.starch	8933.0
DS20170	fTestes	nan	nan	/net/seq/data/aggregations/LN4749/aggregation-8879/peaks/LN4749.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4749/aggregation-8879/LN4749.GRCh38_no_alts.cutcounts.sorted.bed.starch	8879.0
DS16490	fThymus	nan	nan	/net/seq/data/aggregations/LN3700/aggregation-9100/peaks/LN3700.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3700/aggregation-9100/LN3700.GRCh38_no_alts.cutcounts.sorted.bed.starch	9100.0
DS16841	fThymus	nan	nan	/net/seq/data/aggregations/LN3795/aggregation-9082/peaks/LN3795.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3795/aggregation-9082/LN3795.GRCh38_no_alts.cutcounts.sorted.bed.starch	9082.0
DS17323	fThymus	nan	nan	/net/seq/data/aggregations/LN3932/aggregation-9054/peaks/LN3932.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3932/aggregation-9054/LN3932.GRCh38_no_alts.cutcounts.sorted.bed.starch	9054.0
DS17474	fThymus	nan	nan	/net/seq/data/aggregations/LN3976/aggregation-9035/peaks/LN3976.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3976/aggregation-9035/LN3976.GRCh38_no_alts.cutcounts.sorted.bed.starch	9035.0
DS17875	fThymus	nan	nan	/net/seq/data/aggregations/LN4094/aggregation-8995/peaks/LN4094.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4094/aggregation-8995/LN4094.GRCh38_no_alts.cutcounts.sorted.bed.starch	8995.0
DS17876	fThymus	nan	nan	/net/seq/data/aggregations/LN4095/aggregation-8994/peaks/LN4095.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4095/aggregation-8994/LN4095.GRCh38_no_alts.cutcounts.sorted.bed.starch	8994.0
DS18382	fThymus	nan	nan	/net/seq/data/aggregations/LN4253/aggregation-8974/peaks/LN4253.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4253/aggregation-8974/LN4253.GRCh38_no_alts.cutcounts.sorted.bed.starch	8974.0
DS19287	fThymus	nan	nan	/net/seq/data/aggregations/LN4508/aggregation-8914/peaks/LN4508.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4508/aggregation-8914/LN4508.GRCh38_no_alts.cutcounts.sorted.bed.starch	8914.0
DS19675	fThymus	nan	nan	/net/seq/data/aggregations/LN10050/aggregation-8839/peaks/LN10050.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN10050/aggregation-8839/LN10050.GRCh38_no_alts.cutcounts.sorted.bed.starch	8839.0
DS20335	fThymus	nan	nan	/net/seq/data/aggregations/LN4802/aggregation-8871/peaks/LN4802.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4802/aggregation-8871/LN4802.GRCh38_no_alts.cutcounts.sorted.bed.starch	8871.0
DS20341	fThymus	nan	nan	/net/seq/data/aggregations/LN4803/aggregation-8870/peaks/LN4803.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4803/aggregation-8870/LN4803.GRCh38_no_alts.cutcounts.sorted.bed.starch	8870.0
DS11909	hESCT0	nan	nan	/net/seq/data/aggregations/LN2365/aggregation-4188/peaks/LN2365.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2365/aggregation-4188/LN2365.GRCh38_no_alts.cutcounts.sorted.bed.starch	4188.0
DS13133	hESCT0	nan	nan	/net/seq/data/aggregations/LN2721/aggregation-4132/peaks/LN2721.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2721/aggregation-4132/LN2721.GRCh38_no_alts.cutcounts.sorted.bed.starch	4132.0
DS17592	hTH1	nan	nan	/net/seq/data/aggregations/LN4022/aggregation-4056/peaks/LN4022.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4022/aggregation-4056/LN4022.GRCh38_no_alts.cutcounts.sorted.bed.starch	4056.0
DS17593	hTH1	nan	nan	/net/seq/data/aggregations/LN4023/aggregation-4055/peaks/LN4023.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4023/aggregation-4055/LN4023.GRCh38_no_alts.cutcounts.sorted.bed.starch	4055.0
DS18015	hTH1	nan	nan	/net/seq/data/aggregations/LN4128/aggregation-4053/peaks/LN4128.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4128/aggregation-4053/LN4128.GRCh38_no_alts.cutcounts.sorted.bed.starch	4053.0
DS7840	hTH1	nan	nan	/net/seq/data/aggregations/LN1222/aggregation-5634/peaks/LN1222.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN1222/aggregation-5634/LN1222.GRCh38_no_alts.cutcounts.sorted.bed.starch	5634.0
DS11039	hTH17	nan	nan	/net/seq/data/aggregations/LN2044/aggregation-4198/peaks/LN2044.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2044/aggregation-4198/LN2044.GRCh38_no_alts.cutcounts.sorted.bed.starch	4198.0
DS17597	hTH2	nan	nan	/net/seq/data/aggregations/LN4024/aggregation-4054/peaks/LN4024.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4024/aggregation-4054/LN4024.GRCh38_no_alts.cutcounts.sorted.bed.starch	4054.0
DS18057	hTH2	nan	nan	/net/seq/data/aggregations/LN4132/aggregation-4050/peaks/LN4132.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4132/aggregation-4050/LN4132.GRCh38_no_alts.cutcounts.sorted.bed.starch	4050.0
DS7842	hTH2	nan	nan	/net/seq/data/aggregations/LN38596/aggregation-9165/peaks/LN38596.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN38596/aggregation-9165/LN38596.GRCh38_no_alts.cutcounts.sorted.bed.starch	9165.0
DS14702	hTR	nan	nan	/net/seq/data/aggregations/LN3156/aggregation-4078/peaks/LN3156.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3156/aggregation-4078/LN3156.GRCh38_no_alts.cutcounts.sorted.bed.starch	4078.0
DS17589	hTR	nan	nan	/net/seq/data/aggregations/LN4021/aggregation-4057/peaks/LN4021.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4021/aggregation-4057/LN4021.GRCh38_no_alts.cutcounts.sorted.bed.starch	4057.0
DS15153	iPS_19_11	nan	nan	/net/seq/data/aggregations/LN10036/aggregation-8844/peaks/LN10036.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN10036/aggregation-8844/LN10036.GRCh38_no_alts.cutcounts.sorted.bed.starch	8844.0
DS15148	iPS_19_7	nan	nan	/net/seq/data/aggregations/LN3273/aggregation-9123/peaks/LN3273.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3273/aggregation-9123/LN3273.GRCh38_no_alts.cutcounts.sorted.bed.starch	9123.0
DS15169	iPS_4_7	nan	nan	/net/seq/data/aggregations/LN3281/aggregation-9121/peaks/LN3281.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3281/aggregation-9121/LN3281.GRCh38_no_alts.cutcounts.sorted.bed.starch	9121.0
DS15164	iPS_6_9	nan	nan	/net/seq/data/aggregations/LN3279/aggregation-9122/peaks/LN3279.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3279/aggregation-9122/LN3279.GRCh38_no_alts.cutcounts.sorted.bed.starch	9122.0
DS18018	iTH1	nan	nan	/net/seq/data/aggregations/LN4129/aggregation-5620/peaks/LN4129.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4129/aggregation-5620/LN4129.GRCh38_no_alts.cutcounts.sorted.bed.starch	5620.0
DS17603	iTH2	nan	nan	/net/seq/data/aggregations/LN4026/aggregation-5621/peaks/LN4026.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4026/aggregation-5621/LN4026.GRCh38_no_alts.cutcounts.sorted.bed.starch	5621.0
DS18406	vHMEC	nan	nan			
DS18438	vHMEC	nan	nan	/net/seq/data/aggregations/LN4271/aggregation-8967/peaks/LN4271.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4271/aggregation-8967/LN4271.GRCh38_no_alts.cutcounts.sorted.bed.starch	8967.0
